ZaporednaStevilkaKD;MesecStoritve;UraStoritve;DanVTednu;PUStoritveKD;Povratnik;OpisKD;PoglavjeKD;GospodarskiKriminal;OrganiziranKriminal;MladoletniskaKriminaliteta;Poskus;KriminalisticnaOznacba1;KriminalisticnaOznacba2;KriminalisticnaOznacba3;UporabljenoSredstvo1;UporabljenoSredstvo2;UporabljenoSredstvo3;UporabljenoSredstvo4;UpravnaEnotaStoritve;OpisKraja;LetoZakljucnegaDokumenta;VrstaZakljucnegaDokumenta;ZaporednaStevilkaOsebeVKD;VrstaOsebe;StarostniRazred;Spol;Drzavljanstvo;Poskodba;VplivAlkohola;VplivMamil;OrganiziranaZdruzba;Skoda
039453;06.2020;17:00-17:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/205*/1/1 S/ - VELIKA TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;Z VLOMOM- O;;;062-ELEKTRIÈNO ORODJE IN APARATI;129-KOLO;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;039453001;ŽRTEV;34-44;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;DO 100 EUR
039475;06.2020;03:00-03:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/205*/1/2 S/ - VELIKA TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;Z VLOMOM- O;;;182-NAFTA;;;;GORNJA RADGONA;OBMOÈJE PROMETA;2020;OVADBA;039475001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;TUJE;;NN;NN;NE;100 - 1.000 EUR
039514;06.2020;10:00-10:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/208*/1/S/ - ZATAJITEV;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;ZAUPANA STVAR - O;PREGON NA PREDLOG - O;;062-ELEKTRIÈNO ORODJE IN APARATI;;;;GORNJA RADGONA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2020;OVADBA;039514001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;1.000 - 10.000 EUR
039543;06.2020;05:00-05:59;SREDA;PU MURSKA SOBOTA;NE;KZ12/191*/1// - NASILJE V DRUŽINI;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;GRDO RAVNANJE - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;POROÈILO;039543001;OSTALO;34-44;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
039699;06.2020;17:00-17:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/205*/1/1 S/ - VELIKA TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;DA;Z VLOMOM- O;;;199-NI PREDMETA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;039699001;ŽRTEV;54-64;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
039750;06.2020;10:00-10:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/204*/2/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;048-DENAR;;;;GORNJA RADGONA;PRODAJNI PROSTOR;2020;OVADBA;039750001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;DO 100 EUR
039787;06.2020;20:00-20:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/220*/1// - POŠKODOVANJE TUJE STVARI;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;356-TELEKOMUNIKACIJSKA SREDSTVA IN NAPRAVE;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;039787001;ŽRTEV;NAD 64;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;DO 100 EUR
039806;06.2020;23:00-23:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/122*/1// - LAHKA TELESNA POŠKODBA;KD ZOPER ŽIVLJENJE IN TELO;SPLOŠNA; ; ;NE;PRIZADETA ZUNANJOST - O;PREGON NA PREDLOG - O;;199-NI PREDMETA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;039806001;OVADENI OSUMLJENEC;44-54;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
039980;06.2020;04:00-04:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;182-NAFTA;;;;GORNJA RADGONA;OBMOÈJE PROMETA;2020;OVADBA;039980001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;TUJE;;NN;NN;NE;1.000 - 10.000 EUR
039996;06.2020;09:00-09:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/194*/1// - NEPLAÈEVANJE PREŽIVNINE;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;IZMIKANJE DAJANJA PREŽIVNINE;;;199-NI PREDMETA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;039996001;ŽRTEV;54-64;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
040613;05.2020;15:00-15:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/257*/1// - ZLORABA URADNEGA POLOŽAJA ALI URADNIH PRAVIC;KD ZOPER URADNO DOLŽNOST, JAVNA POOBLASTILA IN JAVNA SREDSTVA;GOSPODARSKA; ; ;NE;PRIZADEJANJE ŠKODE DRUGEMU - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;PROSTOR DRŽ. USTANOVE, ORGANA LOKALNE SKUP., POLIT. ALI INTERES. ORG.;2020;POROÈILO;040613001;OSTALO;54-64;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
040993;07.2020;04:00-04:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;270-PREDMETI IZ PLASTIKE;;;;GORNJA RADGONA;PROSTOR ZA ŠPORT, REKREACIJO, ZABAVO;2020;OVADBA;040993001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
041175;07.2020;16:00-16:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/122*/1// - LAHKA TELESNA POŠKODBA;KD ZOPER ŽIVLJENJE IN TELO;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;041175001;ŽRTEV;54-64;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
041509;07.2020;19:00-19:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/209*/1// - PONEVERBA IN NEUPRAVIÈENA UPORABA TUJEGA PREMOŽENJA;KD ZOPER PREMOŽENJE;GOSPODARSKA; ; ;NE;PRI OPRAVLJANJU DOLŽNOSTI SKRBNIKA - O;;;274-PREMIÈNINE;;;;GORNJA RADGONA;PROSTOR ZA ŠPORT, REKREACIJO, ZABAVO;2020;OVADBA;041509001;OSTALO;34-44;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
041572;06.2017;00:00-00:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2020;OVADBA;041572001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;1.000 - 10.000 EUR
041576;05.2017;00:00-00:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2020;OVADBA;041576001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;1.000 - 10.000 EUR
041578;06.2017;00:00-00:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2020;OVADBA;041578001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;1.000 - 10.000 EUR
041955;07.2020;21:00-21:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;054-DOKUMENTI IN JAVNE LISTINE;;;;GORNJA RADGONA;OBMOÈJE PROMETA;2020;OVADBA;041955001;ŽRTEV;34-44;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;DO 100 EUR
041980;07.2020;10:00-10:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;356-TELEKOMUNIKACIJSKA SREDSTVA IN NAPRAVE;;;;GORNJA RADGONA;PROSTOR ZA ZDRAVSTVENE STORITVE Z NEPOSRED. OKOLICO (DVORIŠÈE IPD.);2020;POROÈILO;041980001;ŽRTEV;34-44;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
042174;07.2020;20:00-20:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/205*/3/S/ - VELIKA TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;V MIZNI PREDAL;;;048-DENAR;;;;GORNJA RADGONA;PROSTOR ZA ŠPORT, REKREACIJO, ZABAVO;2020;OVADBA;042174001;OVADENI OSUMLJENEC;34-44;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
042283;07.2020;13:00-13:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/247*/1// - UPORABA PONAREJENEGA NEGOTOVINSKEGA PLAÈILNEGA SREDSTVA;KD ZOPER GOSPODARSTVO;GOSPODARSKA; ; ;NE;S PRIDOBITVIJO PREKO MEDMREŽJA - O;;;049-DENAR DOMAÈI;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;042283001;ŽRTEV;24-34;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
042485;07.2020;18:00-18:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/192*/1// - ZANEMARJANJE MLADOLETNE OSEBE IN SUROVO RAVNANJE;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;PSIHIÈNO NASILJE(TRPINÈENJE) - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;042485001;ŽRTEV;00-07;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
042569;07.2020;08:00-08:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/186*/1// - NEUPRAVIÈENA PROIZVODNJA IN PROMET S PREPOVEDANIMI DROGAMI, NEDOVOLJENIMI SNOVMI V ŠPORTU IN PREDHOD;KD ZOPER ÈLOVEKOVO ZDRAVJE;SPLOŠNA; ; ;NE;PROIZVODNJA - O;;;438-KONOPLJA RASTLINA (BILKA);;;;GORNJA RADGONA;NARAVNA POVRŠINA;2020;POROÈILO;;;;;;;;;;
042808;07.2020;15:00-15:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/283*/1// - KRIVA OVADBA;KD ZOPER PRAVOSODJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;053-DOKUMENTI;;;;GORNJA RADGONA;PROSTOR DRŽ. USTANOVE, ORGANA LOKALNE SKUP., POLIT. ALI INTERES. ORG.;2020;POROÈILO;042808001;ŽRTEV;34-44;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
042846;07.2020;19:00-19:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/208*/5/S/ - ZATAJITEV;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;048-DENAR;;;;GORNJA RADGONA;PRODAJNI PROSTOR;2020;OVADBA;042846001;ŽRTEV;34-44;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;DO 100 EUR
042939;07.2020;16:00-16:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/191*/1// - NASILJE V DRUŽINI;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;BOLEÈE/PONIŽUJOÈE RAVNANJE - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;042939001;OVADENI OSUMLJENEC;24-34;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
043029;07.2020;12:00-12:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/309*/1// - ZLORABA ZNAMENJ ZA POMOÈ IN NEVARNOST;KD ZOPER JAVNI RED IN MIR;SPLOŠNA; ; ;NE;UKREPANJE PRISTOJNIH BREZ POTREBE - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;043029001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;BREZ
043095;12.2016;00:00-00:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/115*/1// - UBOJ;KD ZOPER ŽIVLJENJE IN TELO;SPLOŠNA; ; ;DA;DOLGOTRAJNI SPOR;;;344-STRUPI;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;POROÈILO;043095001;ŽRTEV;34-44;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
043791;07.2020;19:00-19:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/220*/1// - POŠKODOVANJE TUJE STVARI;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;356-TELEKOMUNIKACIJSKA SREDSTVA IN NAPRAVE;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;043791001;OVADENI OSUMLJENEC;34-44;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
043796;07.2020;19:00-19:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/122*/1// - LAHKA TELESNA POŠKODBA;KD ZOPER ŽIVLJENJE IN TELO;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;043796001;OVADENI OSUMLJENEC;34-44;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
043814;07.2020;01:00-01:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/213*/2// - IZSILJEVANJE;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;DA;GROŽNJA Z RAZKRITJEM - O;;;048-DENAR;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;043814001;ŽRTEV;16-18;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
043976;07.2020;15:00-15:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/205*/1/1 S/ - VELIKA TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;DA;Z ODKLEPANJEM KLJUÈAVNICE S POSEBNIMI PRIPOMOÈKI;;;122-KLJUÈAVNICE IN BLAGAJNE;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;043976001;ŽRTEV;44-54;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;DO 100 EUR
044440;07.2020;01:00-01:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/176*/2// - PRIKAZOVANJE, IZDELAVA, POSEST IN POSREDOVANJE PORNOGRAFSKEGA GRADIVA;KD ZOPER SPOLNO NEDOTAKLJIVOST;SPLOŠNA; ; ;NE;PRIKAZOVANJE - O;;;356-TELEKOMUNIKACIJSKA SREDSTVA IN NAPRAVE;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;044440001;ŽRTEV;16-18;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
044670;07.2020;12:00-12:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/332*/1/1 S/ - OBREMENJEVANJE IN UNIÈEVANJE OKOLJA;KD ZOPER OKOLJE, PROSTOR IN NARAVNE DOBRINE;SPLOŠNA; ; ;NE;IZPUST V OKOLJE - O;;;190-NARAVNA SNOV IN TVORBA (KAMEN,LED,VODA);428-ŽIVALI;;;GORNJA RADGONA;NARAVNA POVRŠINA;2020;OVADBA;044670001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;1.000 - 10.000 EUR
044680;07.2020;06:00-06:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NI OZNAKE;;;182-NAFTA;;;;GORNJA RADGONA;OBMOÈJE PROMETA;2020;OVADBA;044680001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;TUJE;;NN;NN;NE;100 - 1.000 EUR
045195;06.2020;17:00-17:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/314*/4// - POVZROÈITEV SPLOŠNE NEVARNOSTI;KD ZOPER SPLOŠNO VARNOST LJUDI IN PREMOŽENJA;SPLOŠNA; ; ;NE;Z EKSPLOZIJO - O;;;005-APARATI;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;045195001;ŽRTEV;00-07;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
045217;08.2020;23:00-23:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/205*/1/1 S/ - VELIKA TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;SKOZI VRATA;;;356-TELEKOMUNIKACIJSKA SREDSTVA IN NAPRAVE;;;;GORNJA RADGONA;PRODAJNI PROSTOR;2020;OVADBA;045217001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;TUJE;;NN;NN;NE;10.000 - 100.000 EUR
045394;07.2020;00:00-00:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/284*/2// - KRIVA IZPOVEDBA;KD ZOPER PRAVOSODJE;SPLOŠNA; ; ;NE;V UPRAVNEM POSTOPKU - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;PROSTOR DRŽ. USTANOVE, ORGANA LOKALNE SKUP., POLIT. ALI INTERES. ORG.;2020;OVADBA;045394001;OVADENI OSUMLJENEC;44-54;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
045728;08.2020;19:00-19:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/122*/1// - LAHKA TELESNA POŠKODBA;KD ZOPER ŽIVLJENJE IN TELO;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;401-VŽIGALNI IN GOREÈI PREDMETI;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;045728001;OSTALO;44-54;ŽENSKI;SLOVENSKO;;NE;NE;NE;BREZ
045915;08.2020;19:00-19:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/220*/1// - POŠKODOVANJE TUJE STVARI;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;393-VOZILA;;;;GORNJA RADGONA;PROSTOR DRŽ. USTANOVE, ORGANA LOKALNE SKUP., POLIT. ALI INTERES. ORG.;2020;OVADBA;045915001;OVADENI OSUMLJENEC;34-44;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
045984;08.2020;08:00-08:59;PONEDELJEK;PU MURSKA SOBOTA;NE;KZ12/208*/5/S/ - ZATAJITEV;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;048-DENAR;;;;GORNJA RADGONA;PRODAJNI PROSTOR;2020;POROÈILO;045984001;ŽRTEV;44-54;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
045994;08.2020;22:00-22:59;NEDELJA;PU MURSKA SOBOTA;NE;KZ12/205*/1/1 S/ - VELIKA TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;SKOZI VRATA;Z VDOROM - O;;185-NAKIT;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;045994001;ŽRTEV;44-54;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
046225;08.2020;18:00-18:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/135*/1// - GROŽNJA;KD ZOPER ÈLOVEKOVE PRAVICE IN SVOBOŠÈINE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;OBMOÈJE PROMETA;2020;OVADBA;046225001;ŽRTEV;44-54;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
046300;07.2020;23:00-23:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/257*/1// - ZLORABA URADNEGA POLOŽAJA ALI URADNIH PRAVIC;KD ZOPER URADNO DOLŽNOST, JAVNA POOBLASTILA IN JAVNA SREDSTVA;GOSPODARSKA; ; ;NE;JAVNI USLUŽBENEC - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;PROSTOR DRŽ. USTANOVE, ORGANA LOKALNE SKUP., POLIT. ALI INTERES. ORG.;2020;POROÈILO;046300001;ŽRTEV;44-54;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
046304;06.2020;23:00-23:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/240*/1// - ZLORABA POLOŽAJA ALI ZAUPANJA PRI GOSPODARSKI DEJAVNOSTI;KD ZOPER GOSPODARSTVO;GOSPODARSKA; ; ;NE;PRI BANÈNEM FINANÈNEM POSLOVANJU - O;;;048-DENAR;;;;GORNJA RADGONA;PROSTOR ZA DENARNO-FINANÈNE STORITVE;2020;POROÈILO;046304001;ŽRTEV;44-54;MOŠKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;BREZ
046401;07.2020;23:00-23:59;PETEK;PU MURSKA SOBOTA;NE;KZ12/228*/1// - POSLOVNA GOLJUFIJA;KD ZOPER GOSPODARSTVO;GOSPODARSKA; ; ;NE;S CELOTNO NEIZPOLNITVIJO OBVEZNOSTI;;;048-DENAR;;;;GORNJA RADGONA;OSTALO;2020;OVADBA;046401001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;1.000 - 10.000 EUR
046464;08.2020;19:00-19:59;ÈETRTEK;PU MURSKA SOBOTA;NE;KZ12/190*/1// - ODVZEM MLADOLETNE OSEBE;KD ZOPER ZAKONSKO ZVEZO, DRUŽINO IN OTROKE;SPLOŠNA; ; ;NE;ODVZEM RODITELJU - O;;;199-NI PREDMETA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;POROÈILO;046464001;OVADENI OSUMLJENEC;34-44;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
046638;08.2020;04:00-04:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/211*/5/S/ - GOLJUFIJA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;NEPLAÈILO(BLAGA, STORITVE, DOLGA...) - O;PREGON NA PREDLOG - O;;048-DENAR;;;;GORNJA RADGONA;OBMOÈJE PROMETA;2020;OVADBA;046638001;OSTALO;44-54;MOŠKI;SLOVENSKO;;NE;NE;NE;BREZ
046746;08.2020;22:00-22:59;SOBOTA;PU MURSKA SOBOTA;NE;KZ12/220*/1// - POŠKODOVANJE TUJE STVARI;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;271-PREDMETI IZ STEKLA;;;;GORNJA RADGONA;NASTANITVENI PROSTOR Z NEPOSREDNO OKOLICO (DVORIŠÈE, VRT IPD.);2020;OVADBA;046746001;ŽRTEV;NAD 64;ŽENSKI;SLOVENSKO;BREZ POŠKODBE;NN;NN;NE;100 - 1.000 EUR
046955;08.2020;06:00-06:59;TOREK;PU MURSKA SOBOTA;NE;KZ12/204*/1/S/ - TATVINA;KD ZOPER PREMOŽENJE;SPLOŠNA; ; ;NE;PREGON NA PREDLOG - O;;;182-NAFTA;;;;GORNJA RADGONA;OBMOÈJE PROMETA;2020;OVADBA;046955001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;TUJE;;NN;NN;NE;100 - 1.000 EUR
