ZaporednaStevilkaKD;MesecStoritve;UraStoritve;DanVTednu;PUStoritveKD;Povratnik;OpisKD;PoglavjeKD;GospodarskiKriminal;OrganiziranKriminal;MladoletniskaKriminaliteta;Poskus;KriminalisticnaOznacba1;KriminalisticnaOznacba2;KriminalisticnaOznacba3;UporabljenoSredstvo1;UporabljenoSredstvo2;UporabljenoSredstvo3;UporabljenoSredstvo4;UpravnaEnotaStoritve;OpisKraja;LetoZakljucnegaDokumenta;VrstaZakljucnegaDokumenta;ZaporednaStevilkaOsebeVKD;VrstaOsebe;StarostniRazred;Spol;Drzavljanstvo;Poskodba;VplivAlkohola;VplivMamil;OrganiziranaZdruzba;Skoda
002525;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002525001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002526;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002526001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002527;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002527001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002528;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002528001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002529;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002529001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002530;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002530001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002531;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002531001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002532;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002532001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002533;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002533001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002534;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002534001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002535;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002535001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002537;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002537001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002538;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002538001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002539;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002539001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002540;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002540001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002541;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002541001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002542;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002542001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002543;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002543001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002544;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002544001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002545;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002545001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002546;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002546001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002547;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002547001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002548;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002548001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002549;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002549001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002550;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002550001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002552;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002552001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002553;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002553001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002554;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002554001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002555;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002555001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002556;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002556001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002557;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002557001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002558;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002558001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002559;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002559001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002560;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002560001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002561;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002561001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002562;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002562001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002563;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002563001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002564;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002564001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002565;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002565001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002566;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002566001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
002567;05.2014;23:00-23:59;ÈETRTEK;PU MURSKA SOBOTA;DA;KZ12/196*/1// - KRŠITEV TEMELJNIH PRAVIC DELAVCEV;KD ZOPER DELOVNO RAZMERJE IN SOCIALNO VARSTVO;GOSPODARSKA; ; ;NE;IZGUBA PRAVICE IZ NEPLAÈANIH PRISPEVKOV - O;;;199-NI PREDMETA;;;;MURSKA SOBOTA;PROSTOR ZA INDUSTRIJSKO, KMETIJSKO ALI OBRTNO PROIZVODNJO IN STORITVE;2019;OVADBA;002567001;ŽRTEV;PRAVNA OSEBA;PRAVNA OSEBA;SLOVENSKO;;NN;NN;NE;100 - 1.000 EUR
